CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyofPurchases
1142,39,"Male","Gloves","Accessories",33,"Ohio","S","Silver","Winter",4.7,"No","Next Day Air","Yes","Yes",23,"PayPal","Fortnightly"
1143,69,"Male","T-shirt","Clothing",76,"Ohio","L","Green","Spring",3.5,"No","Store Pickup","Yes","Yes",27,"Venmo","Bi-Weekly"
1144,68,"Male","Boots","Footwear",23,"Nevada","L","Teal","Winter",4.4,"No","Standard","Yes","Yes",43,"PayPal","Quarterly"
1146,31,"Male","Sneakers","Footwear",89,"Nevada","L","Pink","Summer",3,"No","Express","Yes","Yes",30,"Cash","Every 3 Months"
1150,21,"Male","Jewelry","Accessories",42,"Georgia","L","Cyan","Spring",3.3,"No","Store Pickup","Yes","Yes",40,"Venmo","Annually"
1156,67,"Male","T-shirt","Clothing",53,"Tennessee","S","Red","Fall",2.6,"No","Express","Yes","Yes",47,"PayPal","Quarterly"
1157,20,"Male","Shoes","Footwear",21,"Hawaii","M","Gold","Summer",4.8,"No","Express","Yes","Yes",6,"Venmo","Every 3 Months"
1158,37,"Male","Belt","Accessories",66,"Maryland","M","Charcoal","Fall",4.4,"No","Standard","Yes","Yes",11,"Cash","Quarterly"
1159,69,"Male","Belt","Accessories",89,"Nevada","L","Orange","Summer",4,"No","2-Day Shipping","Yes","Yes",41,"Bank Transfer","Annually"
1164,26,"Male","Pants","Clothing",56,"Tennessee","L","White","Summer",3,"No","2-Day Shipping","Yes","Yes",24,"Debit Card","Monthly"
1165,68,"Male","Dress","Clothing",96,"Montana","M","Green","Winter",4.2,"No","Standard","Yes","Yes",47,"PayPal","Quarterly"
1166,51,"Male","T-shirt","Clothing",64,"Wisconsin","M","Silver","Winter",2.9,"No","Next Day Air","Yes","Yes",21,"Venmo","Every 3 Months"
1168,60,"Male","Socks","Clothing",83,"New Jersey","XL","Beige","Summer",3.6,"No","Free Shipping","Yes","Yes",16,"PayPal","Quarterly"
1170,25,"Male","Backpack","Accessories",94,"Wyoming","S","Gray","Fall",4.5,"No","2-Day Shipping","Yes","Yes",3,"Cash","Annually"
1172,41,"Male","Socks","Clothing",55,"Louisiana","M","Lavender","Spring",3.9,"No","Next Day Air","Yes","Yes",15,"Debit Card","Annually"
1178,54,"Male","Skirt","Clothing",21,"Iowa","M","Black","Spring",4.8,"No","Standard","Yes","Yes",24,"Debit Card","Monthly"
1180,20,"Male","T-shirt","Clothing",33,"Indiana","M","Blue","Summer",2.8,"No","Free Shipping","Yes","Yes",44,"Bank Transfer","Annually"
1181,23,"Male","Skirt","Clothing",23,"Oregon","S","Beige","Spring",4.9,"No","Standard","Yes","Yes",34,"Cash","Monthly"
1185,63,"Male","Belt","Accessories",73,"South Carolina","S","Indigo","Fall",3.4,"No","Express","Yes","Yes",19,"Credit Card","Annually"
1186,47,"Male","Jeans","Clothing",64,"Maine","M","Magenta","Spring",3.9,"No","Standard","Yes","Yes",29,"Credit Card","Monthly"
1193,49,"Male","Coat","Outerwear",56,"Florida","M","Turquoise","Summer",4,"No","2-Day Shipping","Yes","Yes",42,"Venmo","Quarterly"
1196,25,"Male","Scarf","Accessories",95,"Texas","M","White","Winter",4,"No","2-Day Shipping","Yes","Yes",33,"Venmo","Monthly"
1197,30,"Male","Belt","Accessories",88,"North Dakota","M","Maroon","Winter",3.2,"No","2-Day Shipping","Yes","Yes",13,"Bank Transfer","Bi-Weekly"
1203,48,"Male","Scarf","Accessories",29,"Maryland","S","Olive","Spring",2.9,"No","Standard","Yes","Yes",14,"Venmo","Every 3 Months"
1207,22,"Male","Handbag","Accessories",59,"Mississippi","S","Cyan","Fall",3,"No","Free Shipping","Yes","Yes",16,"Venmo","Every 3 Months"
1208,62,"Male","Boots","Footwear",90,"Washington","M","White","Summer",4.1,"No","Next Day Air","Yes","Yes",48,"Credit Card","Every 3 Months"
1210,41,"Male","Pants","Clothing",62,"Pennsylvania","M","Blue","Winter",3.8,"No","Next Day Air","Yes","Yes",16,"Bank Transfer","Monthly"
1211,34,"Male","Sunglasses","Accessories",78,"Missouri","M","Olive","Fall",4.1,"No","Next Day Air","Yes","Yes",5,"Cash","Quarterly"
1213,32,"Male","Shoes","Footwear",74,"Pennsylvania","M","Yellow","Summer",2.5,"No","Free Shipping","Yes","Yes",18,"Credit Card","Weekly"
1218,50,"Male","Boots","Footwear",63,"Nebraska","XL","Cyan","Fall",2.6,"No","Free Shipping","Yes","Yes",12,"Cash","Every 3 Months"
1219,55,"Male","Boots","Footwear",79,"Pennsylvania","M","Cyan","Spring",3.1,"No","Store Pickup","Yes","Yes",43,"Cash","Every 3 Months"
1224,69,"Male","Pants","Clothing",24,"Kansas","L","Red","Winter",3.9,"No","Free Shipping","Yes","Yes",21,"Bank Transfer","Weekly"
1225,62,"Male","Shorts","Clothing",50,"Illinois","M","Yellow","Summer",3.7,"No","Store Pickup","Yes","Yes",18,"Venmo","Weekly"
1226,28,"Male","Gloves","Accessories",97,"North Carolina","S","Turquoise","Fall",2.6,"No","Free Shipping","Yes","Yes",16,"Debit Card","Weekly"
1233,57,"Male","Handbag","Accessories",23,"New York","M","Charcoal","Summer",3.6,"No","Free Shipping","Yes","Yes",31,"Debit Card","Every 3 Months"
1234,46,"Male","Pants","Clothing",73,"Utah","L","Beige","Winter",3.5,"No","Next Day Air","Yes","Yes",40,"Venmo","Every 3 Months"
1235,38,"Male","Gloves","Accessories",-401,"New Jersey","M","Indigo","Fall",4.1,"No","Store Pickup","Yes","Yes",2,"Bank Transfer","Bi-Weekly"
1237,42,"Male","Hat","Accessories",68,"New Mexico","M","White","Summer",4.4,"No","Store Pickup","Yes","Yes",35,"Debit Card","Every 3 Months"
1239,55,"Male","Pants","Clothing",77,"Wyoming","M","Violet","Winter",3.7,"No","Express","Yes","Yes",3,"Venmo","Fortnightly"
1243,56,"Male","Socks","Clothing",27,"Nevada","M","Lavender","Summer",4,"No","Next Day Air","Yes","Yes",15,"Bank Transfer","Quarterly"
1246,42,"Male","Dress","Clothing",31,"New York","M","Violet","Fall",3.4,"No","Standard","Yes","Yes",30,"Bank Transfer","Weekly"
1247,27,"Male","Hoodie","Clothing",60,"Louisiana","M","Charcoal","Winter",2.7,"No","Standard","Yes","Yes",27,"Cash","Monthly"
1251,52,"Male","Jeans","Clothing",26,"New Hampshire","XL","Purple","Winter",4.1,"No","Free Shipping","Yes","Yes",24,"Cash","Monthly"
1252,56,"Male","Shorts","Clothing",86,"Indiana","XL","Orange","Spring",5,"No","Next Day Air","Yes","Yes",43,"Credit Card","Monthly"
1258,68,"Male","Dress","Clothing",67,"Minnesota","L","Gold","Spring",3,"No","Free Shipping","Yes","Yes",31,"Cash","Every 3 Months"
1265,52,"Male","Sweater","Clothing",92,"Vermont","S","Blue","Winter",2.5,"No","Next Day Air","Yes","Yes",1,"Venmo","Bi-Weekly"
1266,32,"Male","Shirt","Clothing",79,"Louisiana","M","Lavender","Spring",2.7,"No","Next Day Air","Yes","Yes",27,"Bank Transfer","Weekly"
1269,23,"Male","Jacket","Outerwear",88,"Idaho","XL","Charcoal","Winter",2.9,"No","Next Day Air","Yes","Yes",25,"Debit Card","Bi-Weekly"
1271,67,"Male","Hoodie","Clothing",98,"West Virginia","M","Green","Fall",3.3,"No","Standard","Yes","Yes",20,"Cash","Annually"
1273,35,"Male","Sandals","Footwear",80,"Wisconsin","M","Orange","Winter",4.4,"No","Express","Yes","Yes",16,"Bank Transfer","Monthly"
1277,51,"Male","Boots","Footwear",68,"Wyoming","L","Turquoise","Spring",4.8,"No","Next Day Air","Yes","Yes",37,"Bank Transfer","Weekly"
1278,19,"Male","Blouse","Clothing",97,"Rhode Island","L","Green","Spring",5,"No","Express","Yes","Yes",5,"Venmo","Quarterly"
1279,28,"Male","Shorts","Clothing",98,"Utah","M","Violet","Fall",2.8,"No","Next Day Air","Yes","Yes",31,"Venmo","Fortnightly"
1280,63,"Male","Hoodie","Clothing",56,"Maryland","L","Charcoal","Fall",3.7,"No","Express","Yes","Yes",18,"Debit Card","Annually"
1283,24,"Male","Shirt","Clothing",68,"New Hampshire","L","Violet","Winter",3,"No","Free Shipping","Yes","Yes",20,"Venmo","Monthly"
1285,65,"Male","Dress","Clothing",93,"Arkansas","M","Black","Spring",3.9,"No","Express","Yes","Yes",38,"PayPal","Fortnightly"
1287,40,"Male","Gloves","Accessories",49,"West Virginia","L","Yellow","Winter",4.9,"No","Next Day Air","Yes","Yes",44,"Debit Card","Fortnightly"
1288,24,"Male","Jeans","Clothing",28,"Utah","XL","Blue","Winter",3.4,"No","Standard","Yes","Yes",20,"PayPal","Monthly"
1295,27,"Male","Shirt","Clothing",64,"Texas","M","Silver","Summer",4.5,"No","Standard","Yes","Yes",21,"Cash","Every 3 Months"
1296,30,"Male","Sneakers","Footwear",60,"New Mexico","M","Olive","Fall",2.8,"No","Standard","Yes","Yes",50,"PayPal","Weekly"
1298,44,"Male","Sandals","Footwear",85,"New Jersey","M","Silver","Summer",4.6,"No","Standard","Yes","Yes",32,"Venmo","Annually"
1300,29,"Male","Belt","Accessories",23,"Louisiana","L","Teal","Fall",3.6,"No","2-Day Shipping","Yes","Yes",42,"Venmo","Bi-Weekly"
1308,23,"Male","Coat","Outerwear",32,"Missouri","L","Black","Summer",3.1,"No","Express","Yes","Yes",43,"PayPal","Annually"
1310,32,"Male","Blouse","Clothing",21,"Hawaii","L","Lavender","Summer",4.7,"No","Store Pickup","Yes","Yes",41,"Cash","Quarterly"
1312,32,"Male","Shoes","Footwear",87,"Tennessee","M","Maroon","Fall",4.2,"No","Express","Yes","Yes",12,"Venmo","Annually"
1316,56,"Male","Shorts","Clothing",75,"Mississippi","L","Green","Spring",4.2,"No","2-Day Shipping","Yes","Yes",29,"Debit Card","Quarterly"
1319,52,"Male","Shorts","Clothing",93,"Connecticut","M","Maroon","Spring",2.7,"No","Express","Yes","Yes",19,"Credit Card","Bi-Weekly"
1323,23,"Male","Pants","Clothing",74,"Washington","M","Violet","Winter",4,"No","Next Day Air","Yes","Yes",17,"Bank Transfer","Quarterly"
1329,37,"Male","Sweater","Clothing",97,"Rhode Island","M","Orange","Winter",3.7,"No","Standard","Yes","Yes",40,"Bank Transfer","Weekly"
1330,70,"Male","Gloves","Accessories",63,"Texas","M","Indigo","Fall",3.3,"No","Express","Yes","Yes",50,"PayPal","Every 3 Months"
1339,56,"Male","Handbag","Accessories",51,"Alabama","S","Yellow","Winter",2.6,"No","Standard","Yes","Yes",43,"PayPal","Fortnightly"
1342,26,"Male","Hoodie","Clothing",27,"Rhode Island","XL","Yellow","Fall",2.9,"No","Standard","Yes","Yes",31,"Bank Transfer","Quarterly"
1343,57,"Male","Sunglasses","Accessories",43,"Arizona","XL","Yellow","Summer",3.4,"No","2-Day Shipping","Yes","Yes",11,"Bank Transfer","Monthly"
1351,31,"Male","Sunglasses","Accessories",71,"Delaware","M","Orange","Fall",4.3,"No","Next Day Air","Yes","Yes",1,"Cash","Every 3 Months"
1354,39,"Male","Pants","Clothing",83,"Oregon","M","Teal","Winter",4.1,"No","Next Day Air","Yes","Yes",4,"Cash","Every 3 Months"
1355,64,"Male","Backpack","Accessories",42,"Maryland","M","Gray","Spring",3.6,"No","2-Day Shipping","Yes","Yes",21,"Bank Transfer","Quarterly"
1359,19,"Male","Scarf","Accessories",22,"Nebraska","XL","Pink","Spring",2.5,"No","Store Pickup","Yes","Yes",25,"Venmo","Every 3 Months"
1360,27,"Male","Hoodie","Clothing",68,"North Carolina","S","Cyan","Winter",4.3,"No","Store Pickup","Yes","Yes",26,"Bank Transfer","Fortnightly"
1362,49,"Male","Dress","Clothing",32,"Alabama","M","Beige","Fall",3.7,"No","Next Day Air","Yes","Yes",39,"Debit Card","Monthly"
1363,41,"Male","Coat","Outerwear",46,"Colorado","M","Gray","Fall",4.3,"No","Express","Yes","Yes",29,"Cash","Weekly"
1365,68,"Male","Hat","Accessories",75,"Delaware","L","Yellow","Fall",4.7,"No","Express","Yes","Yes",5,"Cash","Every 3 Months"
1370,32,"Male","Shoes","Footwear",75,"Iowa","M","Green","Winter",3.2,"No","Standard","Yes","Yes",48,"Venmo","Fortnightly"
1371,27,"Male","Scarf","Accessories",67,"Montana","L","Peach","Summer",2.9,"No","2-Day Shipping","Yes","Yes",41,"Bank Transfer","Every 3 Months"
1375,22,"Male","Handbag","Accessories",97,"New York","M","Red","Fall",2.7,"No","Free Shipping","Yes","Yes",5,"Bank Transfer","Quarterly"
1376,42,"Male","Sneakers","Footwear",31,"Maine","L","Brown","Spring",4.1,"No","2-Day Shipping","Yes","Yes",8,"Credit Card","Annually"
1380,21,"Male","T-shirt","Clothing",64,"Minnesota","L","Purple","Fall",2.8,"No","2-Day Shipping","Yes","Yes",38,"Venmo","Bi-Weekly"
1381,51,"Male","Sneakers","Footwear",35,"Massachusetts","S","Beige","Winter",4.6,"No","Standard","Yes","Yes",41,"Cash","Fortnightly"
1382,30,"Male","Shoes","Footwear",86,"Illinois","L","Green","Winter",2.9,"No","Standard","Yes","Yes",48,"Venmo","Quarterly"
1383,68,"Male","Jacket","Outerwear",55,"Michigan","L","Brown","Winter",4.8,"No","Express","Yes","Yes",16,"Bank Transfer","Quarterly"
1390,59,"Male","Scarf","Accessories",72,"Illinois","L","Orange","Fall",2.6,"No","Store Pickup","Yes","Yes",8,"Debit Card","Fortnightly"
1392,53,"Male","Blouse","Clothing",29,"Mississippi","S","White","Winter",3.6,"No","Express","Yes","Yes",38,"Credit Card","Annually"
1396,47,"Male","Scarf","Accessories",32,"West Virginia","L","Turquoise","Spring",2.8,"No","Next Day Air","Yes","Yes",40,"PayPal","Bi-Weekly"
1397,37,"Male","Pants","Clothing",30,"Wisconsin","XL","Lavender","Winter",3,"No","Next Day Air","Yes","Yes",49,"Debit Card","Monthly"
1398,55,"Male","Sunglasses","Accessories",67,"Massachusetts","S","Magenta","Summer",4.7,"No","Store Pickup","Yes","Yes",33,"PayPal","Annually"
1399,30,"Male","Dress","Clothing",45,"Texas","M","Cyan","Summer",2.5,"No","Free Shipping","Yes","Yes",25,"Credit Card","Weekly"
1408,56,"Male","Handbag","Accessories",61,"Nevada","XL","Charcoal","Spring",4.5,"No","Express","Yes","Yes",11,"Credit Card","Annually"
1411,61,"Male","Hat","Accessories",93,"Tennessee","M","Purple","Summer",4,"No","Store Pickup","Yes","Yes",18,"Debit Card","Annually"
1414,51,"Male","Blouse","Clothing",79,"New Hampshire","S","Indigo","Fall",2.7,"No","Store Pickup","Yes","Yes",12,"Bank Transfer","Quarterly"
1417,48,"Male","Boots","Footwear",56,"Idaho","L","Silver","Summer",3.4,"No","Free Shipping","Yes","Yes",46,"Cash","Quarterly"
1419,18,"Male","Shirt","Clothing",75,"Alabama","M","Violet","Summer",4.1,"No","2-Day Shipping","Yes","Yes",23,"Venmo","Every 3 Months"
1423,44,"Male","Dress","Clothing",27,"Texas","L","Charcoal","Fall",3.4,"No","Free Shipping","Yes","Yes",3,"PayPal","Bi-Weekly"
1425,66,"Male","Jacket","Outerwear",23,"Connecticut","S","Indigo","Fall",3.5,"No","Standard","Yes","Yes",34,"Bank Transfer","Every 3 Months"
1431,48,"Male","Sandals","Footwear",30,"Michigan","S","Orange","Summer",4.9,"No","Free Shipping","Yes","Yes",3,"Credit Card","Fortnightly"
1437,35,"Male","Sneakers","Footwear",83,"Minnesota","M","Gray","Winter",3.7,"No","Free Shipping","Yes","Yes",23,"PayPal","Fortnightly"
1438,69,"Male","Boots","Footwear",97,"Montana","XL","Orange","Winter",4.2,"No","Free Shipping","Yes","Yes",14,"Cash","Annually"
1439,58,"Male","Coat","Outerwear",38,"Washington","M","Cyan","Spring",2.9,"No","Standard","Yes","Yes",24,"Debit Card","Monthly"
1440,25,"Male","Boots","Footwear",48,"New Mexico","M","Magenta","Summer",4.8,"No","Next Day Air","Yes","Yes",25,"Cash","Fortnightly"
1442,34,"Male","Pants","Clothing",25,"Nebraska","S","Turquoise","Summer",3.4,"No","Free Shipping","Yes","Yes",3,"Venmo","Every 3 Months"
1443,53,"Male","Hoodie","Clothing",92,"Idaho","S","Violet","Spring",2.8,"No","2-Day Shipping","Yes","Yes",42,"Credit Card","Annually"
1448,23,"Male","Hoodie","Clothing",57,"New Mexico","S","Beige","Summer",3,"No","Next Day Air","Yes","Yes",25,"PayPal","Monthly"
1459,35,"Male","Sweater","Clothing",28,"Missouri","M","Peach","Spring",2.9,"No","2-Day Shipping","Yes","Yes",34,"Venmo","Weekly"
1462,54,"Male","Sunglasses","Accessories",95,"Oregon","S","Red","Summer",5,"No","2-Day Shipping","Yes","Yes",42,"Venmo","Quarterly"
1463,38,"Male","Sneakers","Footwear",90,"Utah","S","Charcoal","Summer",4.8,"No","2-Day Shipping","Yes","Yes",2,"Venmo","Quarterly"
1467,58,"Male","Shorts","Clothing",71,"Alabama","M","Green","Summer",4.5,"No","Store Pickup","Yes","Yes",3,"PayPal","Annually"
1471,43,"Male","Sandals","Footwear",27,"California","M","Silver","Spring",3.9,"No","Next Day Air","Yes","Yes",15,"Cash","Every 3 Months"
1475,31,"Male","Sweater","Clothing",72,"New Jersey","S","Pink","Fall",3.9,"No","Next Day Air","Yes","Yes",6,"Credit Card","Monthly"
1476,44,"Male","Blouse","Clothing",61,"Rhode Island","M","Teal","Spring",4,"No","Express","Yes","Yes",24,"Cash","Monthly"
1477,39,"Male","Hat","Accessories",56,"Wyoming","M","Magenta","Fall",4.1,"No","Next Day Air","Yes","Yes",18,"Credit Card","Monthly"
1479,28,"Male","Gloves","Accessories",23,"Washington","M","Blue","Summer",4.2,"No","Free Shipping","Yes","Yes",13,"Venmo","Bi-Weekly"
1481,39,"Male","Jewelry","Accessories",74,"New Hampshire","M","Gold","Fall",3.6,"No","Express","Yes","Yes",26,"Cash","Quarterly"
1483,28,"Male","Gloves","Accessories",67,"Wisconsin","S","Magenta","Spring",4.1,"No","2-Day Shipping","Yes","Yes",43,"Bank Transfer","Weekly"
1486,22,"Male","Gloves","Accessories",56,"Nebraska","L","Red","Spring",-3,"No","Standard","Yes","Yes",3,"Cash","Fortnightly"
1490,24,"Male","Jewelry","Accessories",26,"Missouri","XL","Magenta","Summer",4.1,"No","Next Day Air","Yes","Yes",42,"Venmo","Quarterly"
1491,66,"Male","Sneakers","Footwear",52,"Louisiana","L","Olive","Spring",4.9,"No","Express","Yes","Yes",15,"Venmo","Bi-Weekly"
1494,70,"Male","Belt","Accessories",44,"North Dakota","S","Gold","Fall",2.7,"No","Standard","Yes","Yes",44,"Credit Card","Quarterly"
1497,63,"Male","T-shirt","Clothing",98,"Idaho","M","Purple","Winter",5,"No","Standard","Yes","Yes",9,"Venmo","Bi-Weekly"
1500,19,"Male","Boots","Footwear",85,"Georgia","S","Olive","Fall",3.4,"No","Free Shipping","Yes","Yes",24,"Credit Card","Every 3 Months"
1501,63,"Male","Jeans","Clothing",69,"Alabama","L","Maroon","Summer",4.8,"No","Next Day Air","Yes","Yes",22,"Debit Card","Monthly"
1502,37,"Male","Jeans","Clothing",55,"Alaska","XL","Silver","Spring",2.7,"No","Standard","Yes","Yes",13,"Debit Card","Every 3 Months"
1508,66,"Male","Dress","Clothing",86,"Pennsylvania","S","Maroon","Winter",3.7,"No","2-Day Shipping","Yes","Yes",7,"Venmo","Annually"
1514,22,"Male","Socks","Clothing",35,"Texas","M","Red","Spring",4.1,"No","Free Shipping","Yes","Yes",27,"Cash","Monthly"
1516,39,"Male","Jeans","Clothing",93,"Indiana","S","Turquoise","Fall",3.9,"No","2-Day Shipping","Yes","Yes",34,"Cash","Weekly"
1520,50,"Male","Sunglasses","Accessories",73,"Texas","L","Cyan","Fall",4.9,"No","Next Day Air","Yes","Yes",40,"PayPal","Weekly"
1522,29,"Male","Backpack","Accessories",59,"Washington","M","White","Summer",2.7,"No","2-Day Shipping","Yes","Yes",50,"Bank Transfer","Weekly"
1525,22,"Male","Socks","Clothing",76,"Massachusetts","L","Pink","Summer",4.4,"No","Free Shipping","Yes","Yes",6,"Cash","Bi-Weekly"
1526,29,"Male","Belt","Accessories",31,"Oregon","M","Indigo","Winter",4.6,"No","2-Day Shipping","Yes","Yes",22,"Cash","Fortnightly"
1531,59,"Male","Coat","Outerwear",21,NA,"M","Teal","Spring",3.9,"No","Next Day Air","Yes","Yes",22,"Bank Transfer","Quarterly"
1536,36,"Male","Sandals","Footwear",74,"West Virginia","S","Turquoise","Fall",4,"No","2-Day Shipping","Yes","Yes",8,"Venmo","Monthly"
1539,56,"Male","Dress","Clothing",65,"Illinois","L","Charcoal","Fall",3.2,"No","Standard","Yes","Yes",22,"Venmo","Bi-Weekly"
1541,28,"Male","Shorts","Clothing",95,"Colorado","M","Red","Winter",2.9,"No","Next Day Air","Yes","Yes",14,"Bank Transfer","Monthly"
1544,56,"Male","Jeans","Clothing",89,"Wisconsin","M","Indigo","Fall",4,"No","Standard","Yes","Yes",24,"Venmo","Annually"
1547,60,"Male","Sneakers","Footwear",51,"Oregon","XL","Purple","Summer",3.8,"No","Express","Yes","Yes",17,"Bank Transfer","Annually"
1548,46,"Male","Hat","Accessories",46,"South Carolina","L","Teal","Summer",3.5,"No","Standard","Yes","Yes",40,"Cash","Quarterly"
1551,66,"Male","Sunglasses","Accessories",26,"Arkansas","S","Black","Summer",2.8,"No","Free Shipping","Yes","Yes",40,"Bank Transfer","Quarterly"
1555,64,"Male","Shorts","Clothing",48,"Utah","S","Lavender","Winter",2.7,"No","Standard","Yes","Yes",18,"Cash","Bi-Weekly"
1561,57,"Male","Hat","Accessories",84,"Oregon","M","Teal","Winter",3.8,"No","Free Shipping","Yes","Yes",3,"Debit Card","Weekly"
1562,50,"Male","Scarf","Accessories",38,"Mississippi","M","Indigo","Summer",3.8,"No","Standard","Yes","Yes",2,"Bank Transfer","Quarterly"
1563,37,"Male","Scarf","Accessories",75,"Alabama","M","Purple","Winter",3.2,"No","Next Day Air","Yes","Yes",23,"Venmo","Bi-Weekly"
1582,69,"Male","Jewelry","Accessories",77,"Ohio","L","Teal","Fall",4.2,"No","Free Shipping","Yes","Yes",46,"Cash","Quarterly"
1583,28,"Male","Belt","Accessories",41,"Hawaii","L","Red","Spring",2.5,"No","Next Day Air","Yes","Yes",39,"Cash","Monthly"
1584,37,"Male","Scarf","Accessories",92,"Maryland","XL","Yellow","Summer",4.3,"No","Next Day Air","Yes","Yes",8,"Venmo","Annually"
1586,37,"Male","Sweater","Clothing",25,"Alabama","M","Charcoal","Fall",3,"No","Next Day Air","Yes","Yes",40,"Debit Card","Fortnightly"
NA,25,"Male","Boots","Footwear",77,"Oklahoma","M","Purple","Fall",4,"No","Express","Yes","Yes",21,"Bank Transfer","Weekly"
1588,41,"Male","Socks","Clothing",99,"Alabama","M","Beige","Summer",3.5,"No","Free Shipping","Yes","Yes",33,"Credit Card","Fortnightly"
1590,42,"Male","Sneakers","Footwear",72,"Ohio","M","Silver","Summer",2.7,"No","Store Pickup","Yes","Yes",48,"Cash","Weekly"
1595,40,"Male","Handbag","Accessories",41,"Colorado","XL","Charcoal","Summer",3.7,"No","Store Pickup","Yes","Yes",3,"Cash","Fortnightly"
1597,42,"Male","Jewelry","Accessories",30,"Mississippi","S","Pink","Fall",4.7,"No","Store Pickup","Yes","Yes",15,"Debit Card","Monthly"
1600,48,"Male","Shirt","Clothing",54,"Delaware","M","Orange","Winter",2.8,"No","2-Day Shipping","Yes","Yes",22,"Debit Card","Bi-Weekly"
1601,20,"Male","Boots","Footwear",26,"Montana","S","Yellow","Spring",4.7,"No","Next Day Air","Yes","Yes",24,"PayPal","Weekly"
1602,65,"Male","Shirt","Clothing",59,"Indiana","XL","Red","Spring",2.9,"No","Store Pickup","Yes","Yes",33,"Credit Card","Monthly"
1603,54,"Male","Sunglasses","Accessories",48,"West Virginia","S","Charcoal","Winter",2.8,"No","Free Shipping","Yes","Yes",13,"Venmo","Fortnightly"
1604,23,"Male","Shorts","Clothing",98,"Iowa","L","Black","Summer",4.3,"No","Next Day Air","Yes","Yes",17,"Debit Card","Bi-Weekly"
1608,49,"Male","Shorts","Clothing",72,"Vermont","S","Gray","Fall",2.7,"No","Free Shipping","Yes","Yes",43,"Debit Card","Quarterly"
1612,41,"Male","Pants","Clothing",26,"Arkansas","L","Yellow","Winter",4.5,"No","Next Day Air","Yes","Yes",6,"Debit Card","Monthly"
1613,18,"Male","Skirt","Clothing",68,"Wisconsin","M","Indigo","Summer",4.4,"No","Standard","Yes","Yes",26,"Venmo","Monthly"
1617,26,"Male","Hat","Accessories",41,"Colorado","M","Green","Spring",3.4,"No","Standard","Yes","Yes",50,"Cash","Quarterly"
1620,57,"Male","Handbag","Accessories",78,"Hawaii","L","Beige","Winter",3.5,"No","Store Pickup","Yes","Yes",50,"Venmo","Bi-Weekly"
1622,68,"Male","Scarf","Accessories",46,"Ohio","L","Gray","Summer",3.9,"No","2-Day Shipping","Yes","Yes",38,"Debit Card","Fortnightly"
1624,64,"Male","Backpack","Accessories",58,"Indiana","M","Cyan","Summer",3.5,"No","Next Day Air","Yes","Yes",50,"Debit Card","Annually"
1625,38,"Male","Sweater","Clothing",32,"Florida","M","White","Winter",3.6,"No","Free Shipping","Yes","Yes",40,"PayPal","Every 3 Months"
1629,45,"Male","Dress","Clothing",64,"Massachusetts","S","Teal","Winter",3.1,"No","Next Day Air","Yes","Yes",7,"Cash","Monthly"
1630,35,"Male","Blouse","Clothing",88,"North Dakota","S","Silver","Spring",3.3,"No","Next Day Air","Yes","Yes",13,"Venmo","Quarterly"
1647,58,"Male","Handbag","Accessories",77,"Nebraska","S","Silver","Summer",3.7,"No","Standard","Yes","Yes",20,"Bank Transfer","Every 3 Months"
1648,34,"Male","Boots","Footwear",78,"Hawaii","M","Purple","Summer",4.9,"No","Store Pickup","Yes","Yes",8,"Debit Card","Quarterly"
1654,31,"Male","Belt","Accessories",93,"Colorado","L","Silver","Winter",3,"No","2-Day Shipping","Yes","Yes",29,"Debit Card","Bi-Weekly"
1658,69,"Male","Skirt","Clothing",36,"Indiana","L","Turquoise","Spring",3.2,"No","Store Pickup","Yes","Yes",4,"Debit Card","Bi-Weekly"
1659,32,"Male","Jewelry","Accessories",66,"Alaska","S","Pink","Spring",4.1,"No","Store Pickup","Yes","Yes",47,"Cash","Weekly"
1665,19,"Male","Handbag","Accessories",53,"Minnesota","M","Purple","Spring",5,"No","Next Day Air","Yes","Yes",35,"PayPal","Weekly"
1668,51,"Male","Handbag","Accessories",40,NA,"L","Brown","Winter",3.4,"No","2-Day Shipping","Yes","Yes",24,"Bank Transfer","Every 3 Months"
1669,66,"Male","Blouse","Clothing",33,"Utah","L","Charcoal","Summer",4,"No","Standard","Yes","Yes",28,"Debit Card","Fortnightly"
1670,42,"Male","T-shirt","Clothing",59,"Wisconsin","L","Maroon","Winter",2.7,"No","Store Pickup","Yes","Yes",22,"Bank Transfer","Quarterly"
1671,22,"Male","Pants","Clothing",73,"Utah","L","Cyan","Fall",3.6,"No","Free Shipping","Yes","Yes",20,"Cash","Weekly"
1672,31,"Male","Hoodie","Clothing",22,"Utah","M","Olive","Winter",4,"No","Free Shipping","Yes","Yes",25,"Bank Transfer","Weekly"
1674,21,"Male","Blouse","Clothing",62,"Hawaii","M","Violet","Fall",3.4,"No","Next Day Air","Yes","Yes",49,"Venmo","Bi-Weekly"
1675,35,"Male","Coat","Outerwear",56,"Alaska","M","Peach","Winter",3.2,"No","Free Shipping","Yes","Yes",10,"Debit Card","Fortnightly"
1678,65,"Male","Jeans","Clothing",35,"Oregon","L","Silver","Summer",3.3,"No","Next Day Air","No","No",41,"Debit Card","Weekly"
